Date,Open,High,Low,Close,AdjClose,Volume
05-09-2011,234.899994,237.0,231.324997,235.125,220.109085,5900358.0
06-09-2011,234.300003,238.199997,230.0,236.399994,221.302673,8930396.0
07-09-2011,238.0,244.975006,236.425003,244.050003,228.464111,7373286.0
08-09-2011,244.850006,244.850006,239.574997,241.850006,226.404602,4082024.0
09-09-2011,241.949997,242.850006,235.350006,236.625,221.51329,5165708.0
12-09-2011,233.5,235.600006,231.25,234.675003,219.68782,3492760.0
13-09-2011,235.5,237.899994,232.0,233.850006,218.915543,3587976.0
14-09-2011,233.699997,241.550003,230.524994,239.449997,224.157867,3874504.0
15-09-2011,242.949997,244.024994,235.800003,242.324997,226.849258,4368380.0
16-09-2011,243.125,245.0,238.149994,241.850006,226.404602,5473504.0
19-09-2011,240.949997,243.5,238.550003,242.375,226.896088,4194610.0
20-09-2011,242.5,246.625,241.5,245.675003,229.985321,5917634.0
21-09-2011,246.375,248.824997,244.199997,247.25,231.459732,6445698.0
22-09-2011,243.949997,244.5,232.75,236.149994,221.068619,5095544.0
23-09-2011,234.274994,235.0,226.25,228.199997,213.626328,16455612.0
26-09-2011,228.0,228.824997,219.725006,225.050003,210.677505,13892534.0
27-09-2011,229.0,230.949997,227.050003,228.725006,214.117798,8011418.0
28-09-2011,231.199997,232.675003,225.875,229.0,214.375244,7611876.0
29-09-2011,228.774994,237.399994,226.324997,235.300003,220.272888,16266492.0
30-09-2011,232.925003,237.399994,232.199997,233.824997,218.89212,9514400.0
03-10-2011,230.074997,232.449997,225.375,228.024994,213.462524,9068118.0
04-10-2011,226.25,228.0,220.25,224.449997,210.115829,7481596.0
05-10-2011,224.475006,228.125,218.274994,219.350006,205.341537,8267496.0
07-10-2011,226.350006,230.0,223.100006,225.0,210.630692,9443502.0
10-10-2011,226.0,229.0,225.024994,227.350006,212.830627,12062992.0
11-10-2011,230.350006,232.449997,227.574997,228.75,214.141205,4993758.0
12-10-2011,230.975006,234.949997,226.725006,233.574997,218.658081,8967780.0
13-10-2011,237.5,238.100006,233.800003,235.324997,220.296295,5866702.0
14-10-2011,234.5,238.199997,232.675003,236.949997,221.817535,3335020.0
17-10-2011,238.300003,240.25,236.175003,239.024994,223.759995,3543632.0
18-10-2011,236.949997,240.699997,236.0,239.074997,223.806824,4054510.0
19-10-2011,241.475006,247.300003,239.649994,245.925003,230.21936,8689042.0
20-10-2011,244.0,246.199997,240.300003,244.774994,229.142807,5676852.0
21-10-2011,245.024994,245.899994,241.649994,243.5,227.949219,4580732.0
24-10-2011,246.375,248.5,241.475006,242.175003,226.708847,4871546.0
25-10-2011,243.925003,245.375,224.274994,234.0,219.055923,41315010.0
28-10-2011,243.0,247.25,239.875,241.324997,225.913132,9019224.0
31-10-2011,241.5,245.875,238.574997,245.0,229.353424,6425708.0
01-11-2011,242.550003,246.5,240.0,241.149994,225.749298,6649758.0
02-11-2011,239.350006,244.0,238.75,241.550003,226.123764,5055910.0
03-11-2011,240.5,242.425003,236.050003,240.925003,225.538651,5252818.0
04-11-2011,243.350006,243.949997,240.149994,241.5,226.07695,3401610.0
08-11-2011,241.5,243.675003,239.25,242.125,226.662048,4196404.0
09-11-2011,242.5,242.850006,237.649994,238.625,223.385574,4302494.0
11-11-2011,237.824997,239.199997,231.300003,232.024994,217.207047,4605018.0
14-11-2011,234.949997,239.925003,234.475006,235.699997,220.647354,6114282.0
15-11-2011,235.350006,238.899994,234.949997,236.125,221.045227,5822146.0
16-11-2011,235.0,236.0,230.149994,232.850006,217.979385,3558800.0
17-11-2011,231.574997,235.0,228.300003,229.675003,215.007141,5388684.0
18-11-2011,227.600006,230.800003,225.050003,229.149994,214.515671,5860372.0
21-11-2011,228.0,228.0,220.0,222.324997,208.126511,5097018.0
22-11-2011,223.5,224.75,220.0,222.024994,207.845688,7609152.0
23-11-2011,220.875,220.875,207.100006,213.050003,199.443893,12782818.0
24-11-2011,214.399994,217.5,205.649994,214.824997,201.105515,14442594.0
25-11-2011,213.875,217.449997,209.524994,215.449997,201.690598,9453234.0
28-11-2011,218.0,222.475006,217.050003,220.425003,206.347855,5445858.0
29-11-2011,222.0,222.774994,216.100006,217.600006,203.703308,7415512.0
30-11-2011,214.600006,224.824997,214.600006,221.25,207.120193,14107274.0
01-12-2011,229.475006,233.5,224.725006,226.75,212.268951,6964892.0
02-12-2011,227.574997,233.949997,226.574997,233.0,218.119797,5618514.0
05-12-2011,231.850006,233.725006,229.0,231.175003,216.411331,4376614.0
07-12-2011,235.0,235.449997,231.050003,233.550003,218.634659,5586472.0
08-12-2011,233.5,233.850006,225.550003,226.875,212.385956,6278500.0
09-12-2011,223.5,225.600006,220.25,221.875,207.705276,6803456.0
12-12-2011,224.050003,225.475006,213.149994,216.024994,202.228867,6035578.0
13-12-2011,214.0,222.699997,213.0,219.199997,205.201096,7462940.0
14-12-2011,219.5,221.875,215.125,217.175003,203.30545,12153362.0
15-12-2011,214.5,218.0,213.5,215.675003,201.90126,13480070.0
16-12-2011,217.050003,220.25,205.0,207.649994,194.388733,14712410.0
19-12-2011,206.024994,206.5,200.125,203.0,190.035706,16170762.0
20-12-2011,203.0,210.800003,202.0,207.100006,193.873856,9991784.0
21-12-2011,213.0,219.699997,208.899994,217.725006,203.820297,7493440.0
22-12-2011,215.75,222.399994,214.399994,221.425003,207.284012,6788034.0
23-12-2011,222.100006,223.25,218.0,218.774994,204.803253,3427650.0
26-12-2011,219.5,222.699997,218.524994,221.850006,207.681885,2282380.0
27-12-2011,220.149994,221.800003,217.850006,219.850006,205.809601,3147118.0
28-12-2011,221.25,221.5,216.524994,219.899994,205.8564,3834170.0
29-12-2011,217.824997,221.0,213.0,214.800003,201.082108,5465314.0
30-12-2011,216.899994,217.0,211.050003,213.425003,199.794907,3838208.0
02-01-2012,214.449997,214.899994,209.75,213.425003,199.794907,3514998.0
03-01-2012,215.699997,220.449997,215.0,219.574997,205.55217,3439238.0
04-01-2012,220.949997,222.475006,215.425003,221.649994,207.494614,4871478.0
05-01-2012,222.0,223.350006,220.149994,221.824997,207.658478,3380606.0
06-01-2012,220.5,228.574997,219.475006,226.649994,212.175339,3977222.0
07-01-2012,223.8812485,226.78125,221.50625037499998,225.63750075000002,211.227495375,4139406.5
09-01-2012,225.949997,228.550003,223.0,227.850006,213.298706,4231968.0
10-01-2012,230.0,231.149994,228.0,229.850006,215.170975,4491386.0
11-01-2012,230.25,232.0,227.5,231.324997,216.551743,3859556.0
12-01-2012,230.850006,234.550003,230.600006,233.324997,218.424026,3987722.0
13-01-2012,235.0,236.524994,230.524994,234.800003,219.804825,3690842.0
16-01-2012,233.399994,233.925003,229.125,230.25,215.54541,3191710.0
17-01-2012,231.949997,234.5,231.5,234.199997,219.243164,3661008.0
18-01-2012,236.449997,242.699997,234.800003,240.949997,225.562073,10068622.0
19-01-2012,243.0,245.125,240.149994,243.399994,227.855606,8421088.0
20-01-2012,245.0,246.725006,240.225006,245.274994,229.61087,7195130.0
23-01-2012,243.0,243.875,240.449997,242.0,226.545029,3766864.0
24-01-2012,242.625,246.550003,240.274994,244.399994,228.791748,7531976.0
25-01-2012,245.125,246.5,242.875,245.100006,229.447021,7409550.0
27-01-2012,251.949997,252.0,239.824997,242.100006,226.638641,7438818.0
30-01-2012,241.475006,241.5,236.5,239.524994,224.228088,4987508.0
31-01-2012,241.75,247.5,239.925003,246.050003,230.33638,5326924.0
01-02-2012,247.25,249.850006,240.675003,248.574997,232.700119,6010298.0
02-02-2012,249.5,250.0,245.649994,248.949997,233.051163,11420854.0
03-02-2012,248.75,254.0,247.625,253.125,236.959534,7457502.0
06-02-2012,255.0,258.0,250.0,253.850006,237.638229,8719312.0
07-02-2012,257.0,257.700012,254.0,254.649994,238.387131,6037854.0
08-02-2012,255.350006,258.899994,251.375,254.225006,237.989288,6930574.0
09-02-2012,252.850006,262.975006,252.824997,261.274994,244.58905,8680512.0
10-02-2012,261.399994,262.825012,257.0,258.75,242.225296,5757586.0
13-02-2012,259.325012,262.5,257.950012,260.975006,244.308243,7307162.0
14-02-2012,261.25,261.899994,257.524994,258.950012,242.412552,6557414.0
15-02-2012,260.25,267.450012,258.625,266.524994,249.503754,9689792.0
16-02-2012,265.5,268.924988,261.625,263.225006,246.414536,4062132.0
17-02-2012,265.625,266.5,260.049988,264.149994,247.280426,7109824.0
21-02-2012,263.0,266.75,260.25,266.024994,249.03569,7415568.0
22-02-2012,265.0,269.450012,263.325012,265.725006,248.754868,6961554.0
23-02-2012,263.600006,267.975006,263.600006,266.575012,249.550568,8547874.0
24-02-2012,263.600006,267.700012,257.674988,262.325012,245.571991,8190084.0
27-02-2012,263.450012,265.725006,256.075012,257.799988,241.335968,7660646.0
28-02-2012,259.625,266.700012,256.600006,265.25,248.310165,7400574.0
29-02-2012,266.950012,269.950012,256.674988,258.549988,242.038055,9994318.0
01-03-2012,258.5,261.149994,252.649994,257.0,240.587051,6099246.0
02-03-2012,257.0,262.5,253.875,259.375,242.810394,4058348.0
03-03-2012,258.984375,262.78125375,253.574997,257.31562425,240.88252612500003,6150130.75
05-03-2012,260.0,260.475006,252.774994,255.475006,239.159454,5025686.0
06-03-2012,254.899994,260.5,251.625,253.699997,237.497818,5798594.0
07-03-2012,253.425003,259.0,248.774994,257.825012,241.359406,3788818.0
09-03-2012,261.0,263.5,259.825012,261.600006,244.89328,4657522.0
12-03-2012,267.0,267.25,258.5,259.475006,242.904007,5608692.0
13-03-2012,261.5,263.75,260.174988,262.200012,245.455017,5539714.0
14-03-2012,264.049988,265.0,260.725006,264.100006,247.233612,5860562.0
15-03-2012,264.0,265.0,254.524994,255.399994,239.089233,7469598.0
16-03-2012,255.0,262.450012,252.5,253.925003,237.70845,6405304.0
19-03-2012,255.024994,255.024994,247.550003,249.425003,233.49585,7649884.0
20-03-2012,248.0,255.425003,246.5,252.699997,236.561691,3162136.0
21-03-2012,251.5,258.924988,251.5,257.825012,241.359406,6010786.0
22-03-2012,256.950012,261.200012,250.050003,252.125,236.023392,5640032.0
23-03-2012,254.75,259.375,250.475006,256.975006,240.563675,4023582.0
26-03-2012,256.75,258.25,252.824997,255.824997,239.487091,4916458.0
27-03-2012,257.5,260.899994,256.0,259.424988,242.857193,5928676.0
28-03-2012,259.25,259.25,255.024994,256.725006,240.32962,4349746.0
29-03-2012,254.0,257.049988,252.5,255.050003,238.761627,8112558.0
30-03-2012,256.0,261.924988,254.875,259.924988,243.325241,5592488.0
02-04-2012,259.0,264.975006,258.049988,264.174988,247.303833,2765466.0
03-04-2012,266.5,268.200012,264.0,265.100006,248.169769,6460406.0
04-04-2012,262.625,264.5,262.200012,263.274994,246.461319,2087538.0
09-04-2012,261.875,263.149994,260.0,260.875,244.2146,2518370.0
10-04-2012,261.700012,263.0,257.924988,262.424988,245.665588,2917036.0
11-04-2012,260.924988,265.475006,258.549988,263.225006,246.414536,3731624.0
12-04-2012,262.5,267.25,262.149994,265.200012,248.263397,6051644.0
13-04-2012,268.200012,268.875,261.950012,264.674988,247.771896,4916714.0
16-04-2012,264.450012,265.5,262.049988,264.875,247.959122,8698042.0
17-04-2012,266.0,267.950012,260.549988,265.125,248.193176,7832904.0
18-04-2012,266.5,269.950012,266.5,268.825012,251.65686,6000142.0
19-04-2012,270.0,277.799988,268.600006,277.024994,259.333221,8183338.0
20-04-2012,276.125,279.0,273.225006,275.549988,257.952393,7862550.0
23-04-2012,275.975006,278.0,271.649994,272.674988,255.260971,4218824.0
24-04-2012,273.049988,273.25,269.700012,270.924988,253.622757,4380390.0
25-04-2012,272.0,274.75,269.0,273.325012,255.869476,5389194.0
26-04-2012,272.5,274.975006,269.5,270.25,252.990875,4669476.0
27-04-2012,271.0,273.0,267.100006,270.575012,253.29512,2274510.0
30-04-2012,271.899994,274.5,270.174988,271.25,253.927002,3019510.0
02-05-2012,270.350006,275.5,270.350006,274.950012,257.390717,4489174.0
03-05-2012,272.75,279.0,272.725006,277.024994,259.333221,6857274.0
04-05-2012,275.600006,276.850006,267.325012,268.75,251.58667,6175944.0
07-05-2012,265.950012,267.274994,258.200012,266.125,249.129333,8356344.0
08-05-2012,266.450012,268.200012,256.625,257.674988,241.218933,5641540.0
09-05-2012,256.850006,261.299988,252.699997,256.325012,239.955185,7511996.0
10-05-2012,255.524994,261.450012,255.0,258.75,242.225296,6042190.0
11-05-2012,256.625,260.0,254.100006,255.274994,238.972214,4025042.0
14-05-2012,255.375,255.899994,247.024994,250.274994,234.291565,5517424.0
15-05-2012,248.0,252.225006,248.0,249.550003,233.612854,4009732.0
16-05-2012,247.0,249.350006,243.0,247.600006,231.787369,8480436.0
17-05-2012,248.5,253.25,247.5,248.899994,233.004364,5809260.0
18-05-2012,244.899994,251.949997,244.5,250.274994,234.291565,4807208.0
21-05-2012,250.125,253.925003,246.975006,248.725006,232.84053,4271170.0
22-05-2012,251.899994,252.5,243.475006,244.625,229.002396,5548406.0
23-05-2012,245.0,246.449997,241.100006,243.600006,228.042847,6347944.0
24-05-2012,246.5,251.350006,242.5,249.850006,233.893677,5769622.0
25-05-2012,249.899994,251.574997,247.800003,250.0,234.034103,5597286.0
28-05-2012,250.600006,255.300003,250.0,254.375,238.129715,6103426.0
29-05-2012,255.074997,255.975006,251.050003,252.475006,236.351074,5286512.0
30-05-2012,250.024994,252.699997,248.274994,250.324997,234.338379,5083640.0
31-05-2012,248.0,254.449997,247.675003,253.100006,236.936142,9519560.0
01-06-2012,252.0,253.574997,245.0,245.199997,229.540649,5854374.0
04-06-2012,244.0,249.25,242.524994,247.824997,231.998001,5680484.0
05-06-2012,250.0,252.449997,249.225006,250.75,234.736252,5355356.0
06-06-2012,252.425003,261.5,251.75,259.950012,243.348694,12545846.0
07-06-2012,262.100006,269.75,261.5,268.899994,251.727097,9900246.0
08-06-2012,270.450012,271.375,265.475006,269.549988,252.335556,9661372.0
11-06-2012,270.549988,274.450012,269.200012,270.975006,253.669556,6535942.0
12-06-2012,269.399994,275.424988,268.975006,274.799988,257.250305,5626920.0
13-06-2012,275.5,276.200012,269.899994,270.875,253.575974,4032366.0
14-06-2012,270.0,273.700012,266.325012,267.200012,250.135727,4321276.0
15-06-2012,267.5,274.850006,267.475006,273.774994,256.290802,4966112.0
18-06-2012,276.0,276.0,264.774994,267.475006,250.393097,5618732.0
19-06-2012,267.399994,269.5,263.149994,268.225006,251.095169,5930368.0
20-06-2012,268.5,270.25,264.274994,267.100006,250.042068,4767236.0
21-06-2012,266.5,272.350006,265.649994,271.450012,254.114227,5326328.0
22-06-2012,267.549988,272.549988,267.549988,272.174988,254.792908,3084408.0
25-06-2012,272.700012,274.25,267.5,268.350006,251.212234,3187424.0
26-06-2012,269.0,274.0,268.149994,271.725006,254.371689,2926564.0
27-06-2012,273.0,277.350006,273.0,274.5,256.969482,5968644.0
28-06-2012,273.450012,276.325012,271.625,274.25,258.762146,6071220.0
29-06-2012,276.049988,282.450012,276.024994,281.774994,265.862213,6329586.0
02-07-2012,282.0,287.5,280.0,286.975006,270.768524,4100762.0
03-07-2012,287.950012,290.0,285.850006,287.924988,271.664825,4233400.0
04-07-2012,288.350006,290.424988,287.825012,289.0,272.679199,6405142.0
05-07-2012,288.950012,292.5,287.725006,292.049988,275.556946,4190764.0
06-07-2012,291.049988,294.5,289.25,290.75,274.330322,7870760.0
09-07-2012,289.975006,290.875,284.549988,289.075012,272.749969,3830580.0
10-07-2012,290.0,296.149994,288.75,294.325012,277.703461,6771508.0
11-07-2012,293.450012,296.899994,292.549988,293.5,276.925049,6149722.0
12-07-2012,291.950012,295.450012,287.799988,290.049988,273.669861,3791874.0
13-07-2012,292.5,295.700012,291.225006,293.524994,276.948578,4754286.0
16-07-2012,294.0,296.350006,290.524994,291.325012,274.872864,6425080.0
17-07-2012,293.5,294.375,289.299988,291.625,275.155975,4269678.0
18-07-2012,292.350006,294.350006,290.049988,293.5,276.925049,3558998.0
19-07-2012,294.299988,295.399994,292.774994,294.700012,278.057281,2400224.0
20-07-2012,294.5,294.5,290.5,291.299988,274.849304,2084472.0
23-07-2012,288.700012,290.0,285.524994,286.5,270.320374,3047264.0
24-07-2012,286.274994,288.725006,285.100006,287.024994,270.815643,2652794.0
25-07-2012,287.225006,290.399994,286.850006,288.024994,271.759186,4407852.0
26-07-2012,289.0,289.375,281.5,282.899994,266.923645,8852708.0
27-07-2012,286.0,294.350006,282.325012,292.299988,275.792786,6715436.0
30-07-2012,293.549988,295.950012,292.0,293.625,277.042969,4233142.0
31-07-2012,295.0,295.0,289.924988,293.875,277.278839,4195704.0
01-08-2012,292.774994,294.174988,288.799988,293.25,276.689117,3935494.0
02-08-2012,293.25,294.600006,288.649994,291.25,274.802094,3442730.0
03-08-2012,290.5,294.5,289.875,294.100006,277.49115,4975750.0
06-08-2012,296.575012,301.0,296.5,300.125,283.175903,6164588.0
07-08-2012,301.0,301.149994,298.5,300.049988,283.105133,5614382.0
08-08-2012,300.0,301.0,297.350006,299.450012,282.539001,4026558.0
09-08-2012,300.5,303.5,299.25,302.325012,285.251648,4936560.0
10-08-2012,300.0,303.450012,299.825012,301.075012,284.072327,7563710.0
13-08-2012,300.0,304.75,300.0,303.725006,286.572601,4210852.0
14-08-2012,303.524994,304.5,301.625,304.075012,286.902863,5612784.0
16-08-2012,304.0,304.075012,298.924988,300.024994,283.081573,4071648.0
17-08-2012,299.299988,301.125,295.899994,297.549988,280.746338,3843078.0
21-08-2012,297.5,299.25,294.100006,298.200012,281.359619,4170420.0
22-08-2012,297.200012,300.225006,295.674988,298.450012,281.59549,4790430.0
23-08-2012,299.700012,302.274994,297.625,298.850006,281.972931,4712524.0
24-08-2012,296.75,300.200012,296.625,298.149994,281.312439,3354188.0
27-08-2012,297.5,299.450012,296.024994,297.174988,280.392456,2023362.0
28-08-2012,296.450012,297.274994,293.25,294.674988,278.03363,4447982.0
29-08-2012,294.625,297.899994,293.125,294.274994,277.656281,3364814.0
30-08-2012,293.0,301.0,293.0,297.950012,281.123749,11358202.0
31-08-2012,295.174988,300.0,294.625,297.674988,280.864227,6253370.0
03-09-2012,298.774994,298.899994,294.0,295.225006,278.552582,3718908.0
04-09-2012,295.274994,296.174988,293.600006,295.049988,278.387512,2886294.0
05-09-2012,294.0,298.0,293.674988,296.049988,279.330963,6079236.0
06-09-2012,295.049988,296.75,293.049988,294.075012,277.467529,2548726.0
07-09-2012,297.125,297.5,292.850006,295.200012,278.529053,5602574.0
08-09-2012,295.21249775,297.80312349999997,293.23436749999996,295.740631,279.039134875,3682908.25
10-09-2012,295.75,298.5,294.674988,295.575012,278.882904,3017446.0
11-09-2012,294.375,298.5,291.674988,297.200012,280.416107,3155772.0
12-09-2012,297.625,300.0,296.950012,299.600006,282.680542,3195508.0
13-09-2012,300.5,300.75,296.774994,299.600006,282.680542,1699880.0
14-09-2012,303.299988,307.375,300.475006,306.375,289.072906,12885610.0
17-09-2012,309.5,309.975006,302.75,304.149994,286.973602,10543424.0
18-09-2012,304.149994,306.0,301.924988,302.725006,285.629089,5019588.0
20-09-2012,301.0,305.0,300.5,303.450012,286.313141,5245664.0
21-09-2012,304.350006,314.5,302.549988,312.575012,294.922882,11801424.0
24-09-2012,312.75,318.450012,311.399994,317.5,299.569672,8787440.0
25-09-2012,316.5,319.450012,313.075012,318.450012,300.466034,5843072.0
26-09-2012,317.424988,318.299988,312.075012,315.375,297.564667,5365254.0
27-09-2012,316.5,318.5,312.600006,315.399994,297.588287,7930872.0
28-09-2012,315.950012,317.149994,313.049988,314.575012,296.809814,5503844.0
01-10-2012,314.5,316.0,310.0,311.424988,293.837738,4027392.0
03-10-2012,312.0,313.399994,308.975006,309.725006,292.233765,5516114.0
04-10-2012,310.75,316.950012,310.725006,315.649994,297.824158,6326032.0
05-10-2012,319.0,319.325012,252.524994,311.200012,293.625488,7473512.0
08-10-2012,311.950012,311.950012,308.274994,310.350006,292.823456,4645336.0
09-10-2012,312.475006,315.25,311.0,312.875,295.205841,2155384.0
10-10-2012,312.0,312.0,308.100006,308.975006,291.526123,2147508.0
11-10-2012,310.575012,313.899994,309.225006,312.424988,294.781311,4906466.0
12-10-2012,315.0,317.5,313.0,315.575012,297.753387,7753204.0
15-10-2012,316.200012,317.450012,311.299988,317.075012,299.168701,3786034.0
16-10-2012,317.625,317.75,314.049988,315.200012,297.399567,3636918.0
17-10-2012,316.0,316.25,313.25,314.049988,296.314453,3216886.0
18-10-2012,315.0,318.950012,312.225006,318.100006,300.135712,2809230.0
19-10-2012,316.0,317.5,313.5,314.25,296.503174,4527700.0
22-10-2012,312.600006,320.0,312.600006,319.5,301.456757,4120702.0
23-10-2012,319.524994,319.75,316.25,317.049988,299.14505,4166480.0
25-10-2012,316.325012,320.5,314.5,318.674988,300.678314,8505670.0
29-10-2012,318.924988,321.25,317.774994,320.299988,302.211517,2756164.0
30-10-2012,318.524994,322.399994,315.299988,316.825012,298.9328,4417452.0
31-10-2012,317.049988,317.950012,315.024994,317.100006,299.192291,3746484.0
01-11-2012,316.375,317.850006,313.75,314.299988,296.550354,3529230.0
02-11-2012,319.0,319.0,314.0,315.149994,297.352386,2716386.0
05-11-2012,316.0,318.0,315.375,317.5,299.569672,2011064.0
06-11-2012,316.975006,320.600006,316.975006,319.774994,301.716248,3639042.0
07-11-2012,319.875,322.5,318.450012,320.024994,301.952057,4100330.0
08-11-2012,318.25,320.5,317.75,319.5,301.456757,1933900.0
09-11-2012,319.125,321.5,317.5,319.674988,301.621826,2210388.0
11-11-2012,319.80937575,323.28750225,318.36562725,322.0656205,303.87746425,3872932.0
12-11-2012,318.625,326.899994,318.625,325.649994,307.259399,4828728.0
15-11-2012,323.5,323.700012,319.5,323.125,304.877014,4721170.0
16-11-2012,321.5,324.299988,320.075012,321.125,302.989929,6051412.0
19-11-2012,319.875,323.950012,319.725006,323.375,305.112854,2893974.0
20-11-2012,324.549988,327.950012,324.125,326.924988,308.462372,4676694.0
21-11-2012,327.575012,332.75,324.850006,331.850006,313.109283,6464892.0
22-11-2012,333.399994,335.575012,332.0,334.549988,315.656799,4220482.0
23-11-2012,334.75,336.299988,329.524994,334.875,315.96344,2624856.0
26-11-2012,336.5,336.850006,330.049988,330.950012,312.260132,2740768.0
27-11-2012,332.450012,341.899994,332.450012,340.25,321.034943,8251336.0
29-11-2012,338.75,351.875,337.700012,349.924988,330.163513,12599726.0
30-11-2012,350.5,352.75,344.799988,351.975006,332.097778,7819646.0
03-12-2012,350.0,350.575012,342.0,343.475006,324.077759,5818170.0
04-12-2012,342.049988,345.0,340.524994,342.575012,323.228607,4339744.0
05-12-2012,344.5,347.5,343.5,346.299988,326.743225,4609930.0
06-12-2012,347.899994,349.25,340.399994,347.375,327.757507,5452276.0
07-12-2012,347.625,349.0,344.0,346.549988,326.979095,3968316.0
10-12-2012,345.0,348.25,344.825012,346.5,326.931976,4162052.0
11-12-2012,347.625,349.5,343.149994,345.424988,325.917633,6750276.0
12-12-2012,345.625,348.0,344.25,346.924988,327.332947,3868252.0
13-12-2012,346.924988,348.0,344.5,345.524994,326.011963,3141616.0
14-12-2012,345.024994,347.200012,342.674988,344.375,324.92691,4186946.0
17-12-2012,343.950012,343.950012,336.799988,338.25,319.147858,6115106.0
18-12-2012,338.975006,341.100006,334.875,337.975006,318.888428,6687536.0
19-12-2012,337.274994,344.625,337.25,344.0,324.57312,8244506.0
20-12-2012,343.0,343.5,340.125,341.700012,322.403076,5130374.0
21-12-2012,340.5,341.0,337.024994,338.0,318.911987,5543122.0
24-12-2012,340.0,340.075012,335.899994,338.049988,318.959106,2741126.0
26-12-2012,339.049988,342.424988,336.549988,340.149994,320.940582,2861608.0
27-12-2012,342.0,342.0,338.350006,340.049988,320.846191,4929084.0
28-12-2012,340.549988,341.5,337.075012,338.825012,319.690369,3512132.0
31-12-2012,338.5,340.0,337.0,339.299988,320.13858,2553644.0
01-01-2013,341.049988,342.549988,339.825012,342.25,322.921967,2014606.0
02-01-2013,344.950012,345.0,341.524994,343.674988,324.266479,4854798.0
03-01-2013,345.0,345.0,340.200012,341.674988,322.379395,4571366.0
04-01-2013,342.5,342.5,336.399994,339.674988,320.492371,5442254.0
07-01-2013,341.850006,341.850006,333.0,334.100006,315.232178,5502284.0
08-01-2013,334.0,336.700012,332.850006,335.125,316.19931,4942598.0
09-01-2013,336.0,336.274994,333.024994,333.75,314.902008,6435982.0
10-01-2013,334.75,339.0,333.25,337.899994,318.817627,4565184.0
11-01-2013,338.450012,338.450012,333.350006,334.649994,315.751129,5141714.0
14-01-2013,334.075012,335.25,333.549988,334.649994,315.751129,5694874.0
15-01-2013,335.399994,337.725006,332.5,334.149994,315.279419,4131688.0
16-01-2013,332.774994,334.600006,328.799988,330.25,311.59967,4575378.0
17-01-2013,328.850006,335.424988,327.024994,333.399994,314.571747,6422072.0
18-01-2013,335.0,337.0,327.649994,331.424988,312.708282,10112346.0
21-01-2013,330.0,331.700012,327.375,329.274994,310.679657,5427360.0
22-01-2013,329.25,330.5,323.774994,326.875,308.415192,4243064.0
23-01-2013,328.5,331.5,327.174988,328.299988,309.759705,3539870.0
24-01-2013,327.799988,331.375,327.625,330.149994,311.50531,3073980.0
25-01-2013,330.149994,333.5,327.774994,332.524994,313.746155,2794866.0
28-01-2013,332.625,336.0,332.225006,335.174988,316.24646,3684010.0
29-01-2013,335.375,335.450012,325.0,326.225006,307.801941,5980874.0
30-01-2013,326.5,329.200012,322.0,328.325012,309.783325,5019816.0
31-01-2013,328.299988,328.950012,320.049988,321.524994,303.367371,6944192.0
01-02-2013,322.399994,322.424988,318.100006,320.075012,301.999298,5242072.0
04-02-2013,320.575012,324.75,320.0,323.450012,305.183655,5237900.0
05-02-2013,318.174988,323.600006,318.174988,322.075012,303.886292,3730010.0
06-02-2013,323.299988,323.450012,318.600006,319.75,301.692596,4936794.0
07-02-2013,318.149994,321.5,317.274994,320.75,302.636108,4541418.0
08-02-2013,320.25,326.700012,320.25,325.024994,306.669708,9413328.0
11-02-2013,325.0,329.975006,325.0,328.475006,309.924866,7583530.0
12-02-2013,327.825012,333.5,327.825012,332.600006,313.816956,7916418.0
13-02-2013,331.649994,333.700012,329.75,332.100006,313.345184,7254416.0
14-02-2013,332.0,339.200012,331.0,337.399994,318.345825,8842076.0
15-02-2013,335.850006,340.399994,334.100006,338.375,319.265778,6244390.0
18-02-2013,339.0,340.450012,337.0,338.0,318.911987,4734582.0
19-02-2013,337.25,338.700012,335.774994,337.399994,318.345825,1187406.0
20-02-2013,338.75,340.399994,337.450012,338.475006,319.360107,3430842.0
21-02-2013,337.5,338.725006,332.024994,333.125,314.312317,5435936.0
22-02-2013,331.100006,333.200012,328.774994,329.649994,311.033478,3854192.0
25-02-2013,331.625,332.600006,327.049988,328.225006,309.688995,3776472.0
26-02-2013,327.399994,331.5,322.700012,325.625,307.23584,5871320.0
27-02-2013,326.149994,327.0,320.450012,321.375,303.22583,6435668.0
28-02-2013,323.475006,327.475006,309.674988,312.674988,295.017151,13943502.0
01-03-2013,312.5,314.799988,308.149994,311.25,293.672638,8610364.0
04-03-2013,310.174988,315.149994,309.0,313.825012,296.102264,5984900.0
05-03-2013,315.450012,317.350006,311.575012,316.475006,298.6026,5278790.0
06-03-2013,317.475006,318.575012,314.5,315.25,297.446747,5466658.0
07-03-2013,314.174988,321.475006,313.575012,320.899994,302.777679,2975492.0
08-03-2013,322.100006,330.0,321.700012,328.649994,310.089966,5298430.0
11-03-2013,328.649994,329.850006,325.125,327.625,309.122894,4252292.0
12-03-2013,326.5,327.850006,320.049988,322.0,303.815552,3447862.0
13-03-2013,320.524994,322.950012,316.100006,317.450012,299.522461,3956686.0
14-03-2013,317.450012,326.75,307.674988,324.625,306.292328,15957218.0
15-03-2013,322.5,324.950012,316.899994,319.700012,301.645386,7719804.0
